program_name_and_version,EnergyPlus 25.2.0
program_version_release_date,11/14/25
program_name_short,E+
results_submission_date,6/9/26
organization,National Laboratory of the Rockies
organization_short,NLR
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_evaporator_coil_load_latent,1815.690053
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_evaporator_coil_load_latent,1799.385897
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_evaporator_coil_load_latent,1794.323318
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_evaporator_coil_load_latent,1744.270097
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_evaporator_coil_load_latent,1627.949431
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_evaporator_coil_load_latent,1573.854168
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_evaporator_coil_load_latent,1895.128768
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_evaporator_coil_load_latent,2102.383948
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_evaporator_coil_load_latent,2563.082635
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_evaporator_coil_load_latent,3056.255751
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_evaporator_coil_load_latent,3691.434169
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_evaporator_coil_load_latent,4122.351042
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_evaporator_coil_load_latent,4538.295587
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_evaporator_coil_load_latent,3399.826492
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_evaporator_coil_load_latent,4028.160265
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_evaporator_coil_load_latent,4461.284547
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_evaporator_coil_load_latent,3510.088948
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_evaporator_coil_load_latent,4587.320282
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_evaporator_coil_load_latent,4960.134991
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_evaporator_coil_load_latent,5234.645682
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_evaporator_coil_load_latent,4587.200071
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_evaporator_coil_load_latent,4648.509284
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_evaporator_coil_load_latent,4650.713681
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_evaporator_coil_load_latent,4736.121605
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_zone_humidity_ratio,0.009231631
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_zone_humidity_ratio,0.009195405
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_zone_humidity_ratio,0.009202105
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_zone_humidity_ratio,0.009145587
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_zone_humidity_ratio,0.00902393
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_zone_humidity_ratio,0.008877416
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_zone_humidity_ratio,0.009143811
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_zone_humidity_ratio,0.009451051
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_zone_humidity_ratio,0.009585253
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_zone_humidity_ratio,0.009938843
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_zone_humidity_ratio,0.010352109
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_zone_humidity_ratio,0.010660293
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_zone_humidity_ratio,0.010086028
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_zone_humidity_ratio,0.009649806
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_zone_humidity_ratio,0.009473197
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_zone_humidity_ratio,0.009573864
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_zone_humidity_ratio,0.010315012
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_zone_humidity_ratio,0.01088165
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_zone_humidity_ratio,0.011034927
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_zone_humidity_ratio,0.01108925
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_zone_humidity_ratio,0.011320309
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_zone_humidity_ratio,0.011370871
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_zone_humidity_ratio,0.011388677
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_zone_humidity_ratio,0.01144545
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_cop_2,3.531047241
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_cop_2,3.520516623
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_cop_2,3.529196464
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_cop_2,3.538144558
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_cop_2,3.553705009
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_cop_2,3.46724215
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_cop_2,3.209901389
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_cop_2,3.030062374
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_cop_2,2.993457764
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_cop_2,2.983977848
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_cop_2,2.940608091
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_cop_2,2.933145986
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_cop_2,3.02446497
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_cop_2,2.954635846
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_cop_2,3.042375113
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_cop_2,3.047404336
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_cop_2,2.85395575
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_cop_2,2.924239402
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_cop_2,3.040880673
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_cop_2,3.149749559
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_cop_2,3.115225267
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_cop_2,3.136630938
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_cop_2,3.170282333
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_cop_2,3.188057004
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_odb,17.9875
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_odb,18.1125
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_odb,17.9875
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_odb,17.8
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_odb,17.425
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_odb,18.575
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_odb,22.9
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_odb,26.375
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_odb,28.2625
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_odb,28.9
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_odb,30.275
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_odb,30.7875
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_odb,30.9125
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_odb,31.475
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_odb,32.0125
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_odb,32.2
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_odb,31.8875
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_odb,31.325
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_odb,29.35
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_odb,27.6125
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_odb,27.2
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_odb,26.8875
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_odb,26.325
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_odb,26.1
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_edb,21.97872712
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_edb,21.97880217
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_edb,21.97911918
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_edb,21.97910895
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_edb,21.97891979
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_edb,21.97780985
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_edb,21.97581485
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_edb,21.97491946
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_edb,20.96444474
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_edb,20.96570783
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_edb,20.96739485
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_edb,20.96935878
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_edb,18.95408508
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_edb,18.95138687
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_edb,16.92950244
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_edb,16.92875797
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_edb,20.96469007
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_edb,20.96920863
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_edb,20.97292002
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_edb,20.97477572
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_edb,21.98270956
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_edb,21.98337402
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_edb,21.98369664
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_edb,21.98415787
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_ewb,16.30626487
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_ewb,16.27876642
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_ewb,16.2849982
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_ewb,16.2405689
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_ewb,16.12092109
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_ewb,16.01785169
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_ewb,16.28950068
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_ewb,16.50664391
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_ewb,16.08964025
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_ewb,16.38395177
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_ewb,16.75023641
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_ewb,16.96743618
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_ewb,15.69803287
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_ewb,15.35880909
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_ewb,14.43331367
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_ewb,14.55228681
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_ewb,16.72489154
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_ewb,17.16399786
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_ewb,17.25672769
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_ewb,17.34035386
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_ewb,18.0616748
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_ewb,18.10596124
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_ewb,18.12444363
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_ewb,18.17519599
Case 300 June 28th Hourly Table 1 mmdd_0628_hourly_outdoor_humidity_ratio,0.011201933
Case 300 June 28th Hourly Table 2 mmdd_0628_hourly_outdoor_humidity_ratio,0.011296222
Case 300 June 28th Hourly Table 3 mmdd_0628_hourly_outdoor_humidity_ratio,0.011199181
Case 300 June 28th Hourly Table 4 mmdd_0628_hourly_outdoor_humidity_ratio,0.011060819
Case 300 June 28th Hourly Table 5 mmdd_0628_hourly_outdoor_humidity_ratio,0.010484282
Case 300 June 28th Hourly Table 6 mmdd_0628_hourly_outdoor_humidity_ratio,0.010647859
Case 300 June 28th Hourly Table 7 mmdd_0628_hourly_outdoor_humidity_ratio,0.012287852
Case 300 June 28th Hourly Table 8 mmdd_0628_hourly_outdoor_humidity_ratio,0.011848777
Case 300 June 28th Hourly Table 9 mmdd_0628_hourly_outdoor_humidity_ratio,0.011579939
Case 300 June 28th Hourly Table 10 mmdd_0628_hourly_outdoor_humidity_ratio,0.012406033
Case 300 June 28th Hourly Table 11 mmdd_0628_hourly_outdoor_humidity_ratio,0.013948899
Case 300 June 28th Hourly Table 12 mmdd_0628_hourly_outdoor_humidity_ratio,0.013760971
Case 300 June 28th Hourly Table 13 mmdd_0628_hourly_outdoor_humidity_ratio,0.011999213
Case 300 June 28th Hourly Table 14 mmdd_0628_hourly_outdoor_humidity_ratio,0.011528115
Case 300 June 28th Hourly Table 15 mmdd_0628_hourly_outdoor_humidity_ratio,0.012085904
Case 300 June 28th Hourly Table 16 mmdd_0628_hourly_outdoor_humidity_ratio,0.01349245
Case 300 June 28th Hourly Table 17 mmdd_0628_hourly_outdoor_humidity_ratio,0.014504382
Case 300 June 28th Hourly Table 18 mmdd_0628_hourly_outdoor_humidity_ratio,0.015287876
Case 300 June 28th Hourly Table 19 mmdd_0628_hourly_outdoor_humidity_ratio,0.014929995
Case 300 June 28th Hourly Table 20 mmdd_0628_hourly_outdoor_humidity_ratio,0.015970058
Case 300 June 28th Hourly Table 21 mmdd_0628_hourly_outdoor_humidity_ratio,0.016809736
Case 300 June 28th Hourly Table 22 mmdd_0628_hourly_outdoor_humidity_ratio,0.016771128
Case 300 June 28th Hourly Table 23 mmdd_0628_hourly_outdoor_humidity_ratio,0.016784233
Case 300 June 28th Hourly Table 24 mmdd_0628_hourly_outdoor_humidity_ratio,0.01707669
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_energy_consumption_total,4020.37
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_energy_consumption_total,3134.05
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_energy_consumption_supply_fan,518.087
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_energy_consumption_supply_fan,416.3
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_total,13653.8
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_total,9779.14
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_sensible,9849.98
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_sensible,9779.14
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_latent,3803.79
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_evaporator_coil_load_latent,6.63E-14
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_zone_humidity_ratio,0.0106012
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_zone_humidity_ratio,0.00639641
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_cop_2,3.89854
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_cop_2,3.59825
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_odb,16.8146
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_odb,16.8146
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_edb,25.0003
Case 500 and 530 Average Daily Outputs April 30 mmdd_0430_day_edb,25.0003
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_energy_consumption_total,5245.59
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_energy_consumption_total,4093.45
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_energy_consumption_supply_fan,566.826
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_energy_consumption_supply_fan,458.653
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_total,13734
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_total,9843.74
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_sensible,9923.88
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_sensible,9843.74
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_latent,3810.08
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_evaporator_coil_load_latent,3.79E-14
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_zone_humidity_ratio,0.0110992
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_zone_humidity_ratio,0.00639641
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_cop_2,2.91677
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_cop_2,2.69608
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_odb,29.5167
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_odb,29.5167
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_edb,18.8666
Case 500 and 530 Average Daily Outputs June 25 mmdd_0625_day_edb,14.8956
